Public Food Key,Food Profile ID,Derivation,Name,Description,Scientific Name,Sampling details,Classification ID,"Energy, with dietary fibre (in kJ)","Energy, without dietary fibre (in kJ)",Moisture (water) (in g),Protein (in g),Nitrogen (in g),Total Fat (in g),Ash (in g),Total dietary fibre (in g),Alcohol (in g),Fructose (in g),Glucose (in g),Sucrose (in g),Maltose (in g),Lactose (in g),Galactose (in g),Maltotriose (in g),Total sugars (in g),Added sugars (in g),Free sugars (in g),Starch (in g),Dextrin (in g),Glycerol (in g),Glycogen (in g),Inulin (in g),Mannitol (in g),Maltodextrin (in g),Oligosaccharides (in g),Raffinose (in g),Stachyose (in g),Sorbitol (in g),Resistant starch (in g),"Available carbohydrate, without sugar alcohols (in g)","Available carbohydrate, with sugar alcohols (in g)",Acetic acid (in g),Citric acid (in g),Fumaric acid (in g),Lactic acid (in g),Malic acid (in g),Oxalic acid (in g),Propionic acid (in g),Quinic acid (in g),Succinic acid (in g),Tartaric acid (in g),Aluminium (Al) (in ug),Antimony (Sb) (in ug),Arsenic (As) (in ug),Cadmium (Cd) (in ug),Calcium (Ca) (in mg),Chromium (Cr) (in ug),Chloride (Cl) (in mg),Cobalt (Co) (in ug),Copper (Cu) (in mg),Fluoride (F) (in ug),Iodine (I) (in ug),Iron (Fe) (in mg),Lead (Pb) (in ug),Magnesium (Mg) (in mg),Manganese (Mn) (in mg),Mercury (Hg) (in ug),Molybdenum (Mo) (in ug),Nickel (Ni) (in ug),Phosphorus (P) (in mg),Potassium (K) (in mg),Selenium (Se) (in ug),Sodium (Na) (in mg),Sulphur (S) (in mg),Tin (Sn) (in ug),Zinc (Zn) (in mg),Retinol (preformed vitamin A) (in ug),Alpha-carotene (in ug),Beta-carotene (in ug),Cryptoxanthin (in ug),Beta-carotene equivalents (provitamin A) (in ug),Vitamin A retinol equivalents (in ug),Lutein (in ug),Lycopene (in ug),Xanthophyl (in ug),Thiamin (B1) (in mg),Riboflavin (B2) (in mg),Niacin (B3) (in mg),Niacin derived from tryptophan (in mg),Niacin derived equivalents (in mg),Pantothenic acid (B5) (in mg),Pyridoxine (B6) (in mg),Biotin (B7) (in ug),Cobalamin (B12) (in ug),"Folate, natural (in ug)",Folic acid (in ug),Total folates (in ug),Dietary folate equivalents (in ug),Vitamin C (in mg),Cholecalciferol (D3) (in ug),Ergocalciferol (D2) (in ug),25-hydroxy cholecalciferol (25-OH D3 (in ug),25-hydroxy ergocalciferol (25-OH D2) (in ug),Vitamin D3 equivalents (in ug),Alpha tocopherol (in mg),Alpha tocotrienol (in mg),Beta tocopherol (in mg),Beta tocotrienol (in mg),Delta tocopherol (in mg),Delta tocotrienol (in mg),Gamma tocopherol (in mg),Gamma tocotrienol (in mg),Vitamin E (in mg),C4 (in %),C4 (in g),C6 (in %),C6 (in g),C8 (in %),C8 (in g),C10 (in %),C10 (in g),C11 (in %),C11 (in g),C12 (in %),C12 (in g),C13 (in %),C13 (in g),C14 (in %),C14 (in g),C15 (in %),C15 (in g),C16 (in %),C16 (in g),C17 (in %),C17 (in g),C18 (in %),C18 (in g),C19 (in %),C19 (in g),C20 (in %),C20 (in g),C21 (in %),C21 (in g),C22 (in %),C22 (in g),C23 (in %),C23 (in g),C24 (in %),C24 (in g),Total saturated fatty acids (in %),Total saturated fatty acids (in g),C12:1 (in %),C12:1 (in g),C14:1 (in %),C14:1 (in g),C15:1 (in %),C15:1 (in g),C16:1 (in %),C16:1 (in g),C17:1 (in %),C17:1 (in g),C18:1 (in %),C18:1 (in g),C20:1 (in %),C20:1 (in g),C22:1 (in %),C22:1 (in g),C24:1 (in %),C24:1 (in g),Total monounsaturated fatty acids (in %),Total monounsaturated fatty acids (in g),C16:2w4 (in %),C16:2w4 (in mg),C16:3 (in %),C16:3 (in g),C18:2w6 (in %),C18:2w6 (in g),C18:3w3 (in %),C18:3w3 (in g),C18:3w4 (in %),C18:3w4 (in g),C18:3w6 (in %),C18:3w6 (in mg),C18:4w1 (in %),C18:4w1 (in g),C18:4w3 (in %),C18:4w3 (in mg),C20:2w6 (in %),C20:2w6 (in mg),C20:3w3 (in %),C20:3w3 (in mg),C20:3w6 (in %),C20:3w6 (in mg),C20:4w3 (in %),C20:4w3 (in mg),C20:4w6 (in %),C20:4w6 (in mg),C20:5w3 (in %),C20:5w3 (in mg),C22:2w6 (in %),C22:2w6 (in mg),C22:4w6 (in %),C22:4w6 (in mg),C22:5w3 (in %),C22:5w3 (in mg),C22:5w6 (in %),C22:5w6 (in g),C22:6w3 (in %),C22:6w3 (in mg),Other polyunsaturated fatty acids (in %),Other polyunsaturated fatty acids (in g),Total polyunsaturated fatty acids (in %),Total polyunsaturated fatty acids (in g),Total long chain omega 3 fatty acids (in %),Total long chain omega 3 fatty acids (in mg),Total undifferentiated fatty acids (in %),Total undifferentiated fatty acids (in mg),Total trans fatty acids (in %),Total trans fatty acids (in mg),Caffeine (in mg),Cholesterol (in mg),Tryptophan (in mg/g N),Tryptophan (in mg),Alanine (in mg/g N),Alanine (in mg),Arginine (in mg/g N),Arginine (in mg),Aspartic acid (in mg/g N),Aspartic acid (in mg),Cystine plus cysteine (in mg/g N),Cystine plus cysteine (in mg),Glutamic acid (in mg/g N),Glutamic acid (in mg),Glycine (in mg/g N),Glycine (in mg),Histidine (in mg/g N),Histidine (in mg),Isoleucine (in mg/g N),Isoleucine (in mg),Leucine (in mg/g N),Leucine (in mg),Lysine (in mg/g N),Lysine (in mg),Methionine (in mg/g N),Methionine (in mg),Phenylalanine (in mg/g N),Phenylalanine (in mg),Proline (in mg/g N),Proline (in mg),Serine (in mg/g N),Serine (in mg),Threonine (in mg/g N),Threonine (in mg),Tyrosine (in mg/g N),Tyrosine (in mg),Valine (in mg/g N),Valine (in mg),Product ID,Category ID,Health Star Rating
F002448,9827,Analysed,"Cheese, edam","A semi-hard cheese made by curdling cows milk with rennet, followed by curing. Coated in oil or a red or yellow wax film. Includes Australian and imported edam cheese.",,"Proximates (except ash), vitamins (except alpha carotene, cryptoxanthin and C) and some minerals (except I) were averaged from a composite of 6 samples of cheese (Mainland, 2x Bodalla, Bega, 2x unstated - from Australia, New Zealand and the Netherlands) purchased in Sydney in 1988/89 and samples of Australian Edam as reported by the Australian Dairy Corporation (ADC, 1999). Ash and vitamins (alpha-carotene, cryptoxanthin, C) were determined only in the 1988/89 sample. Minerals (I, Na, K, Ca, P) were determined in a composite sample of edam (2x Mainland, 2x Cheese of the World, 1x South Cape, 1x Australian Gold, 2x unbranded Dutch) purchased in Melbourne in 2005. Fatty acid profile is for cheese, firm or hard (ADC, 1991). Folate was borrowed from NZ FOODfiles 2014, F1001 - Cheese, Edam, composite. Se, vitamins (B6, B12, alpha-tocopherol), organic acids, trans fat and tryptophan were imputed from Cheese, cheddar, natural, regular fat. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Caffeine, proximates (alcohol, fibre) and folic acid were imputed zero.",19401,1510,1510,39.9,28.0,4.39,27.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.1,0.0,,1.6,0.1,,0.0,0.0,,,,,,,810,,,,0.05,,11.0,0.27,,36,0.045,,,,575,85,16.9,900,,,4.2,198,0.0,128,0.0,128,219,,,,0.03,0.4,0.06,6.562,6.619999999999999,,0.04,,1.9,28,0,28,28,0,0.1,0,0.0,0,0.1,0.4,,,,,,,,0.43,2.5,0.64,2.0,0.52,1.3,0.34,2.6,0.67,,,3.2,0.82,,,11.0,2.83,1.4,0.36,28.4,7.31,0.8,0.21,13.7,3.53,,,0.0,0.0,,,,,,,,,66.9,17.22,,,1.4,0.36,0.0,0.0,2.0,0.52,0.0,0.0,26.9,6.92,,,,,,,30.3,7.8,,,,,1.7,0.44,1.1,0.28,,,,,,,,,,,,,,,,,,,0.1,15.44,,,,,0.1,35.52,,,0.0,0.0,,,3.0,0.77,0.198,50.958999999999996,,,3.1,797.85,0,78,88.0,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002452,9828,Analysed,"Cheese, fetta (feta)","Made by curdling cows milk with rennet, which is then sliced, salted and stored in either whey or brine. Includes Australian and imported fetta cheese.",,"The majority of nutrient data were derived from a composite of 8 samples of Australian and imported fetta (2x deli, 2x Do Doni, 1x Woolworths, 1x Lemnos, 1x South Cape, 1x Coles) purchased in five states across Australia in 2017. Minerals (Na, Ca, K, P, I) and organic acids were determined in a composite of 8 samples of Australian and imported cheese (1x Coles, 1x Lemnos, 1x South Cape, 1x Do Doni Greek, 1x Bulgarian unbranded, 1x Danish unbranded, 1x Fage, 1x Elco) purchased in 2006. Minerals (As, Cd, Cu, Hg, Sb, Se, Sn, Zn) were also derived from samples purchased nationally in 2001. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Proximates (fibre, alcohol), caffeine and folic acid were imputed zero.",19401,1136,1136,54.8,16.6,2.6,22.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,,0.4,0.0,0.0,0.0,,,,,,,,,,,,0.4,0.4,0.0,0.1,,1.4,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,315,0.0,,,0.024,,26.5,0.32,0.2,15,0.017,0.0,3.3,,260,74,7.2,1100,,0.0,1.56,72,0.0,170,0.0,170,100,,,,0.02,0.26,0.0,4.0630000000000015,4.07,0.1,0.0,,0.9,0,0,0,0,0,0.1,0,0.0,0,0.1,0.6,,,,,,,,0.6,2.0,0.42,1.8,0.38,1.2,0.25,3.0,0.63,,,2.7,0.57,,,9.5,2.0,1.1,0.23,33.0,6.95,0.8,0.17,11.7,2.47,,,0.3,0.06,,,0.1,0.02,,,0.0,0.0,67.2,14.16,,,0.6,0.13,,,1.6,0.34,0.0,0.0,23.5,4.95,0.0,0.0,0.0,0.0,0.0,0.0,25.7,5.42,,,,,2.6,0.55,0.7,0.15,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,3.4,0.72,0.0,0.0,,,2.6,547.91,0,75,92.0,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002462,9889,Analysed,"Cheese, goat, firm",Cheese made from goats milk. Firm in texture.,,"The majority of nutrient data were derived from a composite of 5 samples of firm and soft goats cheese (2x Southcape, 1x Josephines, 1x Frico and 1x Delre Caprakaas) purchased from NSW, VIC, QLD and WA in 2010. Fat is an average of label data from the firm cheeses analysed. Proximates and organic acids were dry-matter adjusted based on label data for total fat. Retinol and cholesterol were adjusted from analysed values to account for the changed fat content. Minerals were determined in the 2 individual samples of soft cheese from the same program. Vitamin D was based on pooled data for goat's cheese analysed in 2010. Proximates (alcohol, fibre, starch), caffeine, folic acid and vitamin C were imputed zero.",19401,1502,1502,44.9,18.6,2.92,31.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,,0.8,0.0,0.0,0.0,,,,,,,,,,,,0.8,0.8,0.0,0.0,,0.9,,,0.0,,,,0.0,,,0.0,334,0.0,,,0.043,,61.2,0.05,,26,0.035,,3.0,,336,116,9.8,538,148.0,,1.25,280,0.0,0,,0,280,,,,0.02,0.17,0.0,2.7710000000000004,2.76,0.08,0.0,,0.0,51,0,51,51,0,0.1,0,0.0,0,0.1,0.4,,0.0,,0.0,,,0.0,0.4,1.6,0.47,1.9,0.56,2.1,0.62,7.7,2.28,,,4.7,1.39,,,10.5,3.11,1.0,0.3,30.0,8.87,0.7,0.21,9.9,2.93,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,70.1,20.74,,,0.2,0.06,,,1.2,0.36,0.0,0.0,23.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,24.4,7.22,,,,,2.3,0.68,0.4,0.12,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,29.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.8,0.83,0.0,0.0,,,2.0,591.57,0,134,56.0,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002463,9890,Analysed,"Cheese, goat, soft",Cheese made from goats milk. Soft in texture.,,"The majority of nutrient data were derived from a composite of 5 samples of firm and soft goats cheese (2x Southcape, 1x Josephines, 1x Frico and 1x Delre Caprakaas) purchased from NSW, VIC, QLD and WA in 2010. Fat is an average of label data from the soft cheeses analysed. Proximates and organic acids were dry-matter adjusted based on label data for total fat. Retinol and cholesterol were adjusted from analysed values to account for the changed fat content. Minerals were determined in the 3 individual samples of soft cheese from the same program. Vitamin D was based on pooled data for goat's cheese analysed in 2010. Proximates (alcohol, fibre, starch), caffeine, folic acid and vitamin C were imputed zero.",19401,1194,1194,51.2,21.2,3.32,21.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,,0.9,0.0,0.0,0.0,,,,,,,,,,,,0.9,0.9,0.0,0.1,,1.0,,,0.0,,,,0.0,,,0.0,63,0.0,,,0.033,,84.3,0.0,,11,0.03,,3.6,,197,127,9.8,430,123.0,,0.31,193,0.0,0,,0,193,,,,0.02,0.17,0.0,3.145,3.14,0.08,0.0,,0.0,51,0,51,51,0,0.1,0,0.0,0,0.1,0.4,,0.0,,0.0,,,0.0,0.4,1.6,0.33,1.9,0.39,2.1,0.43,7.7,1.58,,,4.7,0.96,,,10.5,2.15,1.0,0.2,30.0,6.15,0.7,0.14,9.9,2.03,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,70.1,14.38,,,0.2,0.04,,,1.2,0.25,0.0,0.0,23.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,24.4,5.0,,,,,2.3,0.47,0.4,0.08,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.8,0.58,0.0,0.0,,,2.0,410.13,0,93,56.0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002466,9829,Analysed,"Cheese, haloumi","Salty, semi-soft cheese that maintains its texture when cooked.",,"The majority of nutrient data were derived from analyses conducted by the Australian Dairy Corporation in 1990 from Australian manufactured cheese. Fatty acids and organic acids were imputed from cheddar cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Se, vitamins (folate, alpha-tocopherol, B6, B12) were borrowed from UK CoFID 2015, 12-496 - Cheese, Halloumi. Vitamin C, folic acid, caffeine, proximates (alcohol, fibre, starch, individual sugars (except lactose) were imputed zero.",19401,1050,1050,51.1,21.3,3.34,17.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,,,1.8,0.0,0.0,0.0,,,,,,,,,,,,1.8,1.8,0.1,0.0,,1.6,0.1,,0.0,0.0,,,,,,,620,,,,0.06,,8.0,0.2,,18,0.03,,,,510,77,12.0,2900,,,3.0,200,,60,,60,210,,,,0.06,0.4,0.2,4.998,5.2,,0.1,,0.5,40,0,40,40,0,0.1,0,0.0,0,0.1,0.6,,,,,,,,0.6,4.4,0.71,2.5,0.41,1.4,0.23,3.2,0.52,,,3.7,0.6,0.0,0.0,11.7,1.88,1.3,0.2,28.8,4.66,0.7,0.12,10.2,1.65,0.1,0.01,0.2,0.03,,,0.1,0.02,,,0.0,0.0,68.28,11.03,,,1.1,0.18,0.0,0.0,1.5,0.24,0.3,0.04,21.7,3.51,0.3,0.05,0.0,0.0,,,24.9,4.02,,,,,2.0,0.33,1.2,0.2,,,,,,,1.1,180.99,,,,,,,,,,,0.1,19.39,,,,,0.2,25.86,,,0.0,0.0,,,4.64,0.75,0.28,45.246,0.0,0.0,2.2,358.74,0,53,88.0,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002472,9830,Analysed,"Cheese, mozzarella",Cheese made from cows milk with a rubbery texture. Typically added to pizza and other Italian-style dishes.,,"The majority of nutrient data were derived from a composite of 4 samples of regular fat mozzarella cheese (3x Perfect Italiano, 1x Devondale) purchased from NSW, VIC, ACT and WA in 2010. Minerals were determined in 4 individual samples from the same program. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Caffeine, proximates (alcohol, starch, fibre), folic acid and vitamin C were imputed zero. Note low sum of proximates - data should be used with caution.",19401,1213,1213,47.5,22.2,3.47,22.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,1.2,,,0.0,,,,12.8,,,0.0,685,0.5,,,0.026000000000000002,,28.8,0.06,,28,0.032,,0.0,,515,79,8.5,522,200.0,,3.12,130,0.0,94,,94,146,,,,0.0,0.23,0.0,4.760000000000002,4.76,0.17,0.0,,1.0,48,0,48,48,0,0.1,0,0.0,0,0.1,2.1,,0.0,,0.0,,0.0,,2.1,2.4,0.5,1.7,0.36,0.9,0.19,2.1,0.44,,,3.0,0.63,,,10.9,2.28,1.3,0.27,33.8,7.06,0.8,0.17,11.7,2.44,,,0.2,0.04,,,0.0,0.0,,,0.0,0.0,68.8,14.37,,,1.0,0.21,,,2.1,0.44,0.0,0.0,21.8,4.55,0.0,0.0,0.0,0.0,0.0,0.0,24.9,5.2,,,,,1.6,0.33,0.6,0.12,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,20.88,0.1,20.88,0.0,0.0,0.0,0.0,0.1,20.88,,,0.0,0.0,,,2.5,0.52,0.2,41.77,,,3.2,668.3,0,71,81.0,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002478,9831,Analysed,"Cheese, parmesan, dried, finely grated","Parmesan-style cheese, prepared by removing the majority of cream from cows milk before heating, curdling and brining. Cheese is finely grated prior to sale and some additional moisture may be removed, so that the cheese does not generally require refrigerator storage.",,"The majority of nutrient data were derived from a composite of 4 samples of parmesan cheese (Kraft, Perfect Cheese and 2x bulk- from Australia or unstated), purchased in Sydney in 1988. Minerals (I, Ca, P, Na, K) were determined in a composite of 8 samples of pre-grated or pre-shaved cheese (2x Mainland, 2x Pantalica, 2x Perfect, 2x Millel) purchased in Melbourne in 2005. Fatty acid profile is for hard cheese from the Australian Dairy Corporation (ADC 1991). Organic acids, vitamins (alpha-tocopherol, folate, B6, B12) and Se were imputed from cheddar cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Caffeine, proximates (alcohol, fibre) and folic acid were imputed zero.",19401,1949,1949,22.5,40.6,6.36,33.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.1,0.0,,1.6,0.1,,0.0,0.0,,,,,,,970,,,,0.04,,26.0,0.46,,42,0.08,,,,700,80,16.9,1300,,,6.5,255,0.0,179,0.0,179,285,,,,0.1,0.54,0.21,9.52,9.73,,0.04,,1.9,52,0,52,52,0,0.1,0,0.0,0,0.1,0.4,,,,,,,,0.43,2.5,0.79,2.0,0.63,1.3,0.41,2.6,0.82,,,3.2,1.01,,,11.0,3.46,1.4,0.44,28.4,8.94,0.8,0.25,13.7,4.31,,,0.0,0.0,,,,,,,,,66.9,21.07,,,1.4,0.44,0.0,0.0,2.0,0.63,0.0,0.0,26.9,8.47,,,,,,,30.3,9.54,,,,,1.7,0.54,1.1,0.35,,,,,,,,,,,,,,,,,,,0.1,18.89,,,,,0.1,43.45,,,0.0,0.0,,,3.0,0.94,0.198,62.345,,,3.1,976.11,0,88,88.0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002479,9832,Analysed,"Cheese, parmesan, fresh","A hard granular cheese prepared by removing the majority of cream from cows milk before heating, curdling and brining. Cheese is shaved or coarsely grated prior to sale so that it is moister than finely grated parmesan cheese and requires refrigerator storage.",,"Most proximates, vitamins and minerals were derived from a composite of 4 samples of cheese (Kraft, Perfect Cheese and 2x bulk- from Australia or unstated), purchased in Sydney in 1988. Iodine, Ca, P, Na and K were determined in a composite sample of 8 purchases of pre-grated or pre-shaved cheese (2x Mainland, 2x Pantalica, 2x Perfect, 2x Millel) purchased in Melbourne in 2005. Fatty acid profile is for hard cheese (ADC 1991). Organic acids, vitamins B6 and B12, Se, alpha-tocopherol and folate were imputed from cheddar cheese. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Alcohol, caffeine, fibre and folic acid were imputed zero.",19401,1690,1690,28.1,35.1,5.5,28.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.1,0.0,,1.6,0.1,,0.0,0.0,,,,,,,970,,,,0.035,,26.0,0.4,,36,0.069,,,,700,80,16.9,1300,,,5.63,221,0.0,155,0.0,155,247,,,,0.087,0.467,0.18,8.228,8.42,,0.04,,1.9,52,0,52,52,0,0.1,0,0.0,0,0.1,0.4,,,,,,,,0.43,2.5,0.68,2.0,0.54,1.3,0.35,2.6,0.71,,,3.2,0.87,,,11.0,3.0,1.4,0.38,28.4,7.74,0.8,0.22,13.7,3.73,,,0.0,0.0,,,,,,,,,66.9,18.23,,,1.4,0.38,0.0,0.0,2.0,0.54,0.0,0.0,26.9,7.33,,,,,,,30.3,8.26,,,,,1.7,0.46,1.1,0.3,,,,,,,,,,,,,,,,,,,0.6,163.52,,,,,0.1,37.61,,,0.0,0.0,,,3.54,0.96,0.738,201.13099999999997,,,3.1,844.86,0,77,88.0,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002407,9822,Analysed,"Cheese, brie","Australian and imported soft cheese covered with white mould and labelled as being brie style or double brie. Prepared by pasteurising, culturing and coagulating cows milk prior to salting and curing.",,"The majority of nutrient data were derived from a composite of 5 samples of Australian brie (Tasmanian Heritage, King Island, Australian Gold, South Cape and Kraft) and 3 samples of French brie (Due Pere, Fromage de Meax and Paleggio) purchased in Melbourne in 2005. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Protein, cholesterol and beta-carotene were determined in samples of brie reported by the Australian Dairy Corporation (1999). Organic acids were imputed from cheddar cheese. Caffeine, alcohol, vitamin C and folic acid were imputed zero.",19405,1502,1502,46.3,18.2,2.86,31.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.1,0.0,,1.6,0.1,,0.0,0.0,,,,,,,460,,,,0.027999999999999997,,23.0,0.12,,20,0.018000000000000002,,,,350,100,5.0,580,,,2.5,330,,154,,154,356,,,,0.0,0.36,0.0,4.284000000000002,4.28,3.0,0.12,,1.3,50,0,50,50,0,0.1,0,0.0,0,0.1,0.8,,0.0,,,,,,0.8,3.7,1.1,2.5,0.74,1.4,0.42,3.2,0.95,,,3.7,1.1,,,11.8,3.51,1.3,0.39,29.7,8.84,0.8,0.24,10.7,3.18,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,68.8,20.48,,,1.0,0.3,,,1.8,0.54,0.0,0.0,24.6,7.32,0.0,0.0,0.0,0.0,0.0,0.0,27.4,8.16,,,,,2.4,0.71,0.8,0.24,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,3.2,0.95,0.0,0.0,,,3.1,922.79,0,93,88.0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
F002408,9823,Analysed,"Cheese, camembert","Prepared by pasteurising, culturing and coagulating cows milk prior to salting and curing to produce a soft creamy surface ripened cheese. Includes Australian and imported soft cheese covered with white mould and labelled as being camembert style.",,"The majority of nutrient data were derived from a composite of 5 samples of Australian camembert (Tasmanian Heritage, King Island, Australian Gold, Kraft and South Cape) and 3 samples of French camembert (Isigny Ste Mere, Brique Daffinois, Saint Vernier) purchased in Melbourne in 2005. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Protein, cholesterol and beta-carotene were determined in samples of camembert reported by the Australian Dairy Corporation (1999). Organic acids were imputed from cheddar cheese. Caffeine, alcohol, vitamin C and folic acid were imputed zero.",19405,1254,1254,53.5,20.4,3.2,23.8,2.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.1,0.0,,1.6,0.1,,0.0,0.0,,,,,,,490,,,,0.027999999999999997,,13.0,0.0,,19,0.057,,,,370,98,9.0,570,,,2.7,500,,154,,154,526,,,,0.0,0.38,0.0,4.7940000000000005,4.79,2.0,0.13,,1.1,90,0,90,90,0,0.1,0,0.0,0,0.1,0.8,,0.0,,,,,,0.8,4.4,0.99,2.6,0.58,1.5,0.34,3.3,0.74,,,3.8,0.86,,,11.8,2.65,1.3,0.29,28.7,6.46,0.7,0.16,11.1,2.5,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,69.2,15.56,,,1.0,0.22,,,1.8,0.4,0.0,0.0,24.4,5.49,0.0,0.0,0.0,0.0,0.0,0.0,27.2,6.12,,,,,2.2,0.5,0.8,0.18,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,22.49,,,0.0,0.0,,,3.1,0.7,0.1,22.491,,,3.1,697.22,0,93,88.0,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,3D,5.0
